0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.700368848002283070e-08 1.120006783421049158e-07 2.537055407470196191e-07 5.425604019040713332e-07 1.083836604701143498e-06 1.994411043899408649e-06 3.323144700575582545e-06 4.916407775696161971e-06 6.331223781106850898e-06 6.983889089637582745e-06 6.548839328213137445e-06 5.239550903307812703e-06 3.638739375758970525e-06 2.290180777147017547e-06 1.465277461358009755e-06 1.198956248569715822e-06 1.465277461358096999e-06 2.290180777147294103e-06 3.638739375759304679e-06 5.239550903308557244e-06 6.548839328213856576e-06 6.983889089638621207e-06 6.331223781107736895e-06 4.916407775696878561e-06 3.323144700576139892e-06 1.994411043899709769e-06 1.083836604701360974e-06 5.425604019041597423e-07 2.537055407470729293e-07 1.120006783421248475e-07 4.700368848003308112e-08 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.749449302645017452e-07 1.017764799267091637e-06 2.583663522261585327e-06 6.217849267630258677e-06 1.420171568658896515e-05 3.061691959538188473e-05 6.168992714630891668e-05 1.145894712877554002e-04 1.928020147652355039e-04 2.876683654690672114e-04 3.719442901067314183e-04 4.083229064163689621e-04 3.759898212767599454e-04 2.899891158488190814e-04 1.889673036681163232e-04 1.073705096629405643e-04 6.039162227113489383e-05 4.615554875056439212e-05 6.039162227113958979e-05 1.073705096629520568e-04 1.889673036681418562e-04 2.899891158488551311e-04 3.759898212768187633e-04 4.083229064164297316e-04 3.719442901067909410e-04 2.876683654691161631e-04 1.928020147652669458e-04 1.145894712877767725e-04 6.168992714631979935e-05 3.061691959538778685e-05 1.420171568659162483e-05 6.217849267631401324e-06 2.583663522262145216e-06 1.017764799267278408e-06 3.749449302646045009e-07 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.252864614575772261e-07 2.963255990725501810e-06 8.339284968041484744e-06 2.177216230851282568e-05 5.375961309347455295e-05 1.260168102639884534e-04 2.792614049549184971e-04 5.796993751404304731e-04 1.112055075079156465e-03 1.935467821911029864e-03 2.982564620313157659e-03 3.949828658746548475e-03 4.364131211160009009e-03 3.946214946251778294e-03 2.907728497625089188e-03 1.754784766063934845e-03 8.888433727314790913e-04 4.355779188627926916e-04 3.098686815815950187e-04 4.355779188628301508e-04 8.888433727315923905e-04 1.754784766064145613e-03 2.907728497625519833e-03 3.946214946252303048e-03 4.364131211160700297e-03 3.949828658747189455e-03 2.982564620313631239e-03 1.935467821911390036e-03 1.112055075079348802e-03 5.796993751405565658e-04 2.792614049549708099e-04 1.260168102640175100e-04 5.375961309348627589e-05 2.177216230851842626e-05 8.339284968043853048e-06 2.963255990726386536e-06 9.252864614579186863e-07 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.723403560586135863e-07 3.025415815549412841e-06 1.013580395854209407e-05 2.956123303477518609e-05 7.973839102426502482e-05 2.033715468348703962e-04 4.928869732050234018e-04 1.130957855283926724e-03 2.435306879177466435e-03 4.858031584533650284e-03 8.817427793364860864e-03 1.418260929543385153e-02 1.947497391486651547e-02 2.188822496913822580e-02 1.957887212656322928e-02 1.389060180001763095e-02 7.871516035835919578e-03 3.631041651084254002e-03 1.583061317682000904e-03 1.056309336541956913e-03 1.583061317682138815e-03 3.631041651084687249e-03 7.871516035837008984e-03 1.389060180001934659e-02 1.957887212656624423e-02 2.188822496914147320e-02 1.947497391486966919e-02 1.418260929543641892e-02 8.817427793366356195e-03 4.858031584534699791e-03 2.435306879177935244e-03 1.130957855284208400e-03 4.928869732051243411e-04 2.033715468349302170e-04 7.973839102428631584e-05 2.956123303478608909e-05 1.013580395854579221e-05 3.025415815550694402e-06 6.723403560589203181e-07 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.397788353271026170e-06 6.554536720807249392e-06 2.278647551652426679e-05 6.894228088975452189e-05 1.931614729590899857e-04 5.125687506100140610e-04 1.294556083659808990e-03 3.100107911499513404e-03 6.978397963597210603e-03 1.458749570705500723e-02 2.783642860811562023e-02 4.717580610124339630e-02 6.789309623584997844e-02 7.835784280836802229e-02 6.979792964816532164e-02 4.801588786265295616e-02 2.581973565667239345e-02 1.100589099298898872e-02 4.332452094334043706e-03 2.727879839190390683e-03 4.332452094334440958e-03 1.100589099299030191e-02 2.581973565667543616e-02 4.801588786265982567e-02 6.979792964817488343e-02 7.835784280838051230e-02 6.789309623586166353e-02 4.717580610125195889e-02 2.783642860812154604e-02 1.458749570705790768e-02 6.978397963599011246e-03 3.100107911500182140e-03 1.294556083660203857e-03 5.125687506101402622e-04 1.931614729591682651e-04 6.894228088977901131e-05 2.278647551653630143e-05 6.554536720810507928e-06 1.397788353271858169e-06 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 2.333474679243776482e-07 2.289194201757406769e-06 1.096160555952274697e-05 3.929986564179218565e-05 1.236038288688799604e-04 3.619672409407777313e-04 1.007497100877586442e-03 2.675563703034875701e-03 6.749925933464333110e-03 1.603248921436326371e-02 3.539759840647015848e-02 7.127620549604918310e-02 1.268744614739138743e-01 1.900708087467183061e-01 2.249992328635669059e-01 2.015380629533610746e-01 1.372175257820064664e-01 7.138130463402465875e-02 2.857530303634952043e-02 1.037826288137555161e-02 6.256968322414405842e-03 1.037826288137634091e-02 2.857530303635245558e-02 7.138130463403323522e-02 1.372175257820222039e-01 2.015380629533876644e-01 2.249992328635954109e-01 1.900708087467469221e-01 1.268744614739368837e-01 7.127620549606278333e-02 3.539759840647883904e-02 1.603248921436682337e-02 6.749925933466353195e-03 2.675563703035506707e-03 1.007497100877981742e-03 3.619672409408966683e-04 1.236038288689513551e-04 3.929986564181254833e-05 1.096160555953080733e-05 2.289194201758989873e-06 2.333474679245279436e-07 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 3.306242627255326691e-07 3.158345134030355053e-06 1.506927035594943755e-05 5.508602283163931704e-05 1.798945142139804466e-04 5.535555973542129237e-04 1.629947165047794955e-03 4.596933830177145006e-03 1.234958723607937174e-02 3.127591590251359299e-02 7.335877318439341932e-02 1.546500118440862492e-01 2.805591088125576338e-01 4.201661560689293196e-01 4.979254582787520644e-01 4.539090352382910143e-01 3.215402557030845876e-01 1.700668875194682184e-01 6.619746697771174138e-02 2.319414754119916364e-02 1.382857766372296016e-02 2.319414754120075264e-02 6.619746697771707045e-02 1.700668875194837615e-01 3.215402557031130093e-01 4.539090352383245985e-01 4.979254582787922545e-01 4.201661560689708419e-01 2.805591088125952148e-01 1.546500118441146154e-01 7.335877318440867101e-02 3.127591590252234988e-02 1.234958723608230863e-02 4.596933830178823351e-03 1.629947165048283714e-03 5.535555973545221381e-04 1.798945142140721159e-04 5.508602283168391841e-05 1.506927035596125535e-05 3.158345134033173131e-06 3.306242627257709501e-07 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 4.385679067595096316e-07 3.916161798351157414e-06 1.788293619816399123e-05 6.460905311227403680e-05 2.154747983207611723e-04 6.946713514900675242e-04 2.176427112732880632e-03 6.582524573471688727e-03 1.904143761746897312e-02 5.194670294089907131e-02 1.297246077546083121e-01 2.805380178478478204e-01 4.981375011027998068e-01 7.156628515682813552e-01 8.125477467724933067e-01 7.567945123756223413e-01 5.802333665215007041e-01 3.347204426836243862e-01 1.357820600750847262e-01 4.987320665548192894e-02 3.100510421750517567e-02 4.987320665548346244e-02 1.357820600750923035e-01 3.347204426836429825e-01 5.802333665215252401e-01 7.567945123756449899e-01 8.125477467725160663e-01 7.156628515683135516e-01 4.981375011028428834e-01 2.805380178478846243e-01 1.297246077546348186e-01 5.194670294091035395e-02 1.904143761747491628e-02 6.582524573473441665e-03 2.176427112733925803e-03 6.946713514903727271e-04 2.154747983209231521e-04 6.460905311232179591e-05 1.788293619817961391e-05 3.916161798354585356e-06 4.385679067597784057e-07 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 6.071399086174304852e-07 4.915039276240154294e-06 2.029566519014978980e-05 6.769026435675488127e-05 2.174714390826144568e-04 7.097547795511178256e-04 2.340913154481929007e-03 7.618792187842707633e-03 2.392877219737517269e-02 7.085407642453840638e-02 1.885311732008503049e-01 4.129060083480458054e-01 7.036384083339340956e-01 9.276161498774202485e-01 9.807239709989556964e-01 9.482723650192612652e-01 8.015044644121425144e-01 5.240101890941033513e-01 2.420793216395491776e-01 1.050551345913251916e-01 7.265179885769330881e-02 1.050551345913274398e-01 2.420793216395526193e-01 5.240101890941153417e-01 8.015044644121526174e-01 9.482723650192657061e-01 9.807239709989589160e-01 9.276161498774302405e-01 7.036384083339600748e-01 4.129060083480809440e-01 1.885311732008768670e-01 7.085407642455399113e-02 2.392877219738049135e-02 7.618792187845603754e-03 2.340913154482775552e-03 7.097547795515602885e-04 2.174714390827515000e-04 6.769026435680437510e-05 2.029566519016528034e-05 4.915039276242684381e-06 6.071399086177425110e-07 0.000000000000000000e+00
